locationid,TypesofArt,Amount,site,room,publicaccess,description,unitposition,objectid,title_x,displaydate_x,creditline_x,classification_x,iiifthumburl,constituentid,displayorder,role,visualbrowsernationality,forwarddisplayname,visualbrowsernationality.1,title_y,beginyear,medium,creditline_y,classification_y
8687,painting,1,West Building,M-086,1,West Main Floor Gallery 86,W,46569,The Boating Party,1893/1894,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/da9ff160-755f-4f9a-a78c-75727ce61a3b/full/!200,200/0/default.jpg",1107,1,artist,American,Mary Cassatt,American,The Boating Party,1893,oil on canvas,Chester Dale Collection,Painting
8689,painting,1,West Building,M-087,1,West Main Floor Gallery 87,E,66427,A Creek in St. Thomas (Virgin Islands),1856,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/b1461d28-88d4-4aee-88dd-a78d368308ff/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,A Creek in St. Thomas (Virgin Islands),1856,oil on academy board,Collection of Mr. and Mrs. Paul Mellon,Painting
8689,painting,1,West Building,M-087,1,West Main Floor Gallery 87,E,66428,"Two Women Chatting by the Sea, St. Thomas",1856,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/fdfa01c4-7334-4a34-a1fa-64429773e96e/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,"Two Women Chatting by the Sea, St. Thomas",1856,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8689,painting,1,West Building,M-087,1,West Main Floor Gallery 87,E,91222,Horses in a Meadow,1871,Chester Dale Fund,Painting,"https://api.nga.gov/iiif/4cecf562-4ced-4cfa-92bf-b6a32ce4cff3/full/!200,200/0/default.jpg",1219,1,painter,French,Edgar Degas,French,Horses in a Meadow,1871,oil on canvas,Chester Dale Fund,Painting
8690,painting,1,West Building,M-087,1,West Main Floor Gallery 87,N,52187,Ships Riding on the Seine at Rouen,1872/1873,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/73069488-cbc0-412b-a9fd-8094e24e2915/full/!200,200/0/default.jpg",1726,1,artist,French,Claude Monet,French,Ships Riding on the Seine at Rouen,1872,oil on canvas,Ailsa Mellon Bruce Collection,Painting
8690,painting,1,West Building,M-087,1,West Main Floor Gallery 87,N,52624,The Seine,c. 1902,Gift of the Avalon Foundation,Painting,"https://api.nga.gov/iiif/ed0b70d3-a43b-4a00-89ac-657b7e396689/full/!200,200/0/default.jpg",1919,1,artist,American,Henry Ossawa Tanner,American,The Seine,1902,oil on canvas,Gift of the Avalon Foundation,Painting
8690,painting,1,West Building,M-087,1,West Main Floor Gallery 87,N,66429,The Fence,1872,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/94413b0f-688f-4cf4-9a08-f52e836faab4/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,The Fence,1872,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8690,painting,1,West Building,M-087,1,West Main Floor Gallery 87,N,164950,"Landscape, Ile-de-France",1873,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/30176908-83b2-4f53-9e84-1af98c8db759/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,"Landscape, Ile-de-France",1873,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8690,painting,1,West Building,M-087,1,West Main Floor Gallery 87,N,52195,"Orchard in Bloom, Louveciennes",1872,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/73f10a5d-7d60-4d8f-916e-1ad76ef25421/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,"Orchard in Bloom, Louveciennes",1872,oil on canvas,Ailsa Mellon Bruce Collection,Painting
8691,painting,1,West Building,M-087,1,West Main Floor Gallery 87,S,52227,Meadow,1875,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/1c2440bb-63a8-434b-8cd9-8307226aa917/full/!200,200/0/default.jpg",1877,1,artist,French,Alfred Sisley,French,Meadow,1875,oil on canvas,Ailsa Mellon Bruce Collection,Painting
8691,painting,1,West Building,M-087,1,West Main Floor Gallery 87,S,71550,Sainte-Adresse,1867,"Gift of Catherine Gamble Curran and Family, in Honor of the 50th Anniversary of the National Gallery of Art",Painting,"https://api.nga.gov/iiif/579777b9-33fb-493e-8e2c-89b972019854/full/!200,200/0/default.jpg",1726,1,artist,French,Claude Monet,French,Sainte-Adresse,1867,oil on canvas,"Gift of Catherine Gamble Curran and Family, in Honor of the 50th Anniversary of the National Gallery of Art",Painting
8692,painting,1,West Building,M-087,1,West Main Floor Gallery 87,W,46660,In the Dining Room,1886,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/ea8beda4-8914-4648-aa98-6358279fc362/full/!200,200/0/default.jpg",1733,1,artist,French,Berthe Morisot,French,In the Dining Room,1886,oil on canvas,Chester Dale Collection,Painting
8692,painting,1,West Building,M-087,1,West Main Floor Gallery 87,W,136019,George Moore in the Artist's Garden,c. 1879,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/d285792e-0961-4900-af88-e10624689d79/full/!200,200/0/default.jpg",1506,1,painter,French,Edouard Manet,French,George Moore in the Artist's Garden,1879,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8692,painting,1,West Building,M-087,1,West Main Floor Gallery 87,W,219555,Denise Maréchal,c. 1894,Chester Dale Fund,Painting,"https://api.nga.gov/iiif/8319cbb0-0cb2-4a26-9943-2baaf62c481b/full/!200,200/0/default.jpg",17831,1,painter,Belgian,Théo van Rysselberghe,Belgian,Denise Maréchal,1894,oil on wood,Chester Dale Fund,Painting
8694,painting,1,West Building,M-088,1,West Main Floor Gallery 88,E,52198,The Artist's Garden at Eragny,1898,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/e291058c-0769-493c-a5f3-8e0e64e9ea46/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,The Artist's Garden at Eragny,1898,oil on canvas,Ailsa Mellon Bruce Collection,Painting
8694,painting,1,West Building,M-088,1,West Main Floor Gallery 88,E,61383,The Lighthouse at Honfleur,1886,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/68979753-2414-4f87-9111-8f7566d54077/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,The Lighthouse at Honfleur,1886,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8695,painting,1,West Building,M-088,1,West Main Floor Gallery 88,N,72886,"Landscape at Les Pâtis, Pontoise",1868,"Gift of Mr. and Mrs. David Rockefeller, in Honor of the 50th Anniversary of the National Gallery of Art",Painting,"https://api.nga.gov/iiif/39a9ac6c-8098-491f-8a9f-b517567275d5/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,"Landscape at Les Pâtis, Pontoise",1868,oil on canvas,"Gift of Mr. and Mrs. David Rockefeller, in Honor of the 50th Anniversary of the National Gallery of Art",Painting
8695,painting,1,West Building,M-088,1,West Main Floor Gallery 88,N,66399,The Western Ramparts at Aigues-Mortes,1867,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/97460341-dbc0-4d49-84fa-cf52b6ca7324/full/!200,200/0/default.jpg",702,1,artist,French,Frédéric Bazille,French,The Western Ramparts at Aigues-Mortes,1867,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8696,painting,1,West Building,M-088,1,West Main Floor Gallery 88,S,89683,The Gardener - Old Peasant with Cabbage,1883-1895,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/6e323b85-74c2-4c6c-9ae2-ff74b3ad05a2/full/!200,200/0/default.jpg",1791,1,painter,French,Camille Pissarro,French,The Gardener - Old Peasant with Cabbage,1883,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8696,painting,1,West Building,M-088,1,West Main Floor Gallery 88,S,164952,Young Peasant Girls Resting in the Fields near Pontoise,1882,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/f722edfb-50df-4e71-8e89-a2ad2a7f524d/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,Young Peasant Girls Resting in the Fields near Pontoise,1882,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,52225,"Study for ""La Grande Jatte""",1884/1885,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/a65a3648-e5a9-48a5-82c6-e002562a2baa/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,"Study for ""La Grande Jatte""",1884,oil on wood,Ailsa Mellon Bruce Collection,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,157929,Seascape (Gravelines),1890,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/7c815a37-b831-46dd-9530-90d98a7b7d4c/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,Seascape (Gravelines),1890,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164958,Haymakers at Montfermeil,c. 1882,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/37a979be-f546-4a46-856c-fe23a2350a84/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,Haymakers at Montfermeil,1882,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164959,Peasant with a Hoe,c. 1882,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/2c2a7c71-6ddb-4edf-8564-e03f7c8a08f1/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,Peasant with a Hoe,1882,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164960,The Stone Breaker,c. 1882,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/83917675-a070-4626-82ac-860ba13f6fac/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,The Stone Breaker,1882,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164961,The Watering Can - Garden at Le Raincy,c. 1883,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/1f71e136-b73a-4b38-bc4f-b96d7c2b36fd/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,The Watering Can - Garden at Le Raincy,1883,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164962,A Summer Landscape,1883,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/dfabc057-5627-4b59-98be-68b17ab49087/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,A Summer Landscape,1883,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164963,Figures in a Landscape,c. 1883,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/e5c816b9-34e7-440c-9f09-04d09b4c4a85/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,Figures in a Landscape,1883,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164964,"Bathers (Study for ""Bathers at Asnières"")",1883/1884,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/b1d434c3-f0d3-436b-9a76-a87f48ea4151/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,"Bathers (Study for ""Bathers at Asnières"")",1883,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164965,"Horse and Boats (Study for ""Bathers at Asnières"")",1883/1884,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/b9301087-6e10-447e-9454-daa81d189bd5/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,"Horse and Boats (Study for ""Bathers at Asnières"")",1883,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164966,"The Seine with Clothing on the Bank (Study for ""Bathers at Asnières"")",1883/1884,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/5281e790-4463-4ad6-b194-b76a1375317f/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,"The Seine with Clothing on the Bank (Study for ""Bathers at Asnières"")",1883,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164967,"Study of Figures for ""La Grande Jatte""",1884/1885,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/24e09c5c-ce1e-4b93-b4a4-49ad9aaf3453/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,"Study of Figures for ""La Grande Jatte""",1884,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164968,Haystacks,c. 1882,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/0531b959-f183-41ac-b321-e5a3f28c28f1/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,Haystacks,1882,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8697,painting,1,West Building,M-088,1,West Main Floor Gallery 88,W,164969,Man with a Hoe,c. 1882,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/52b425a4-1b7f-4f9a-a7c8-3f88611a5243/full/!200,200/0/default.jpg",1870,1,artist,French,Georges Seurat,French,Man with a Hoe,1882,oil on wood,Collection of Mr. and Mrs. Paul Mellon,Painting
8699,painting,1,West Building,M-089,1,West Main Floor Gallery 89,E,52199,"Place du Carrousel, Paris",1900,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/2f61c3b8-00ff-41d4-941a-9d639c291472/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,"Place du Carrousel, Paris",1900,oil on canvas,Ailsa Mellon Bruce Collection,Painting
8699,painting,1,West Building,M-089,1,West Main Floor Gallery 89,E,52202,"Pont Neuf, Paris",1872,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/56303f18-6101-4d5d-9b03-20b58d657afa/full/!200,200/0/default.jpg",1823,1,artist,French,Auguste Renoir,French,"Pont Neuf, Paris",1872,oil on canvas,Ailsa Mellon Bruce Collection,Painting
8700,painting,1,West Building,M-089,1,West Main Floor Gallery 89,N,66400,Edmond Maître,1869,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/2db2e4a6-38b8-478f-b32f-fc7df78574bb/full/!200,200/0/default.jpg",702,1,artist,French,Frédéric Bazille,French,Edmond Maître,1869,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8700,painting,1,West Building,M-089,1,West Main Floor Gallery 89,N,46637,The Old Musician,1862,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/8d7eff38-fff0-4f9b-9e36-9088b412864e/full/!200,200/0/default.jpg",1506,1,artist,French,Edouard Manet,French,The Old Musician,1862,oil on canvas,Chester Dale Collection,Painting
8700,painting,1,West Building,M-089,1,West Main Floor Gallery 89,N,61246,Masked Ball at the Opera,1873,"Gift of Mrs. Horace Havemeyer in memory of her mother-in-law, Louisine W. Havemeyer",Painting,"https://api.nga.gov/iiif/67379c7a-3255-40a9-8716-13af1c46356a/full/!200,200/0/default.jpg",1506,1,artist,French,Edouard Manet,French,Masked Ball at the Opera,1873,oil on canvas,"Gift of Mrs. Horace Havemeyer in memory of her mother-in-law, Louisine W. Havemeyer",Painting
8701,painting,1,West Building,M-089,1,West Main Floor Gallery 89,S,46090,Madame Henriot,c. 1876,"Gift of the Adele R. Levy Fund, Inc.",Painting,"https://api.nga.gov/iiif/312e50b3-c177-4469-801f-35a718c9d00d/full/!200,200/0/default.jpg",1823,1,artist,French,Auguste Renoir,French,Madame Henriot,1876,oil on canvas,"Gift of the Adele R. Levy Fund, Inc.",Painting
8701,painting,1,West Building,M-089,1,West Main Floor Gallery 89,S,46673,"Boulevard des Italiens, Morning, Sunlight",1897,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/1921981a-82c4-46ee-8cec-185aa18e2538/full/!200,200/0/default.jpg",1791,1,artist,French,Camille Pissarro,French,"Boulevard des Italiens, Morning, Sunlight",1897,oil on canvas,Chester Dale Collection,Painting
8701,painting,1,West Building,M-089,1,West Main Floor Gallery 89,S,195850,"The Louvre, Afternoon, Rainy Weather",1900,Corcoran Collection (Edward C. and Mary Walker Collection),Painting,"https://api.nga.gov/iiif/f7896300-10dd-4eec-ae25-bf689ce99015/full/!200,200/0/default.jpg",1791,1,painter,French,Camille Pissarro,French,"The Louvre, Afternoon, Rainy Weather",1900,oil on canvas,Corcoran Collection (Edward C. and Mary Walker Collection),Painting
8701,painting,1,West Building,M-089,1,West Main Floor Gallery 89,S,46571,The Loge,c. 1878-1880,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/51d16240-71d8-4332-8d8e-b5f1b211a06a/full/!200,200/0/default.jpg",1107,1,artist,American,Mary Cassatt,American,The Loge,1878,oil on canvas,Chester Dale Collection,Painting
8702,painting,1,West Building,M-089,1,West Main Floor Gallery 89,W,135512,Nanny and Child,1877/1878,Chester Dale Fund,Painting,"https://api.nga.gov/iiif/8bffe28f-ef5b-4098-9356-ff5a5d70cbb1/full/!200,200/0/default.jpg",30296,1,painter,French,Eva Gonzalès,French,Nanny and Child,1877,oil on canvas,Chester Dale Fund,Painting
8702,painting,1,West Building,M-089,1,West Main Floor Gallery 89,W,43624,The Railway,1873,"Gift of Horace Havemeyer in memory of his mother, Louisine W. Havemeyer",Painting,"https://api.nga.gov/iiif/3c501c01-f1eb-42be-ac8f-21e06527c687/full/!200,200/0/default.jpg",1506,1,artist,French,Edouard Manet,French,The Railway,1873,oil on canvas,"Gift of Horace Havemeyer in memory of his mother, Louisine W. Havemeyer",Painting
8704,painting,1,West Building,M-090,1,West Main Floor Gallery 90,E,42932,Italian Woman (La Morieri),c. 1872,Gift of the Avalon Foundation,Painting,"https://api.nga.gov/iiif/23258d7c-8652-449a-924c-554e3c09d80d/full/!200,200/0/default.jpg",1169,1,artist,French,Jean-Baptiste-Camille Corot,French,Italian Woman (La Morieri),1872,oil on canvas,Gift of the Avalon Foundation,Painting
8704,painting,1,West Building,M-090,1,West Main Floor Gallery 90,E,46589,A Young Woman Reading,c. 1866/1868,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/28b9e23a-3c0d-4e93-8349-b1aae8f87aee/full/!200,200/0/default.jpg",1174,1,artist,French,Gustave Courbet,French,A Young Woman Reading,1866,oil on canvas,Chester Dale Collection,Painting
8704,painting,1,West Building,M-090,1,West Main Floor Gallery 90,E,46680,Diana,1867,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/8e7f5135-69b0-4e73-bdc1-26a75d45e26b/full/!200,200/0/default.jpg",1823,1,artist,French,Auguste Renoir,French,Diana,1867,oil on canvas,Chester Dale Collection,Painting
8704,painting,1,West Building,M-090,1,West Main Floor Gallery 90,E,168845,The Repose,"1860, reworked c. 1865/1870",Corcoran Collection (William A. Clark Collection),Painting,"https://api.nga.gov/iiif/af9c0d2b-39d7-4da8-980d-9dde91d374dd/full/!200,200/0/default.jpg",1169,1,artist,French,Jean-Baptiste-Camille Corot,French,The Repose,1860,oil on canvas,Corcoran Collection (William A. Clark Collection),Painting
8704,painting,1,West Building,M-090,1,West Main Floor Gallery 90,E,195865,The Moored Boatman: Souvenir of an Italian Lake,1861,Corcoran Collection (William A. Clark Collection),Painting,"https://api.nga.gov/iiif/0769e5d6-dcd0-4595-9876-3f48d5305a06/full/!200,200/0/default.jpg",1169,1,painter,French,Jean-Baptiste-Camille Corot,French,The Moored Boatman: Souvenir of an Italian Lake,1861,oil on canvas,Corcoran Collection (William A. Clark Collection),Painting
8705,painting,1,West Building,M-090,1,West Main Floor Gallery 90,N,45878,The Tragic Actor (Rouvière as Hamlet),1866,Gift of Edith Stuyvesant Gerry,Painting,"https://api.nga.gov/iiif/cd58282b-1b91-47f3-8434-03f91efb6f9d/full/!200,200/0/default.jpg",1506,1,artist,French,Edouard Manet,French,The Tragic Actor (Rouvière as Hamlet),1866,oil on canvas,Gift of Edith Stuyvesant Gerry,Painting
8705,painting,1,West Building,M-090,1,West Main Floor Gallery 90,N,46583,Agostina,1866,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/d46d5175-9925-4dbe-b36f-d21c28bd2260/full/!200,200/0/default.jpg",1169,1,artist,French,Jean-Baptiste-Camille Corot,French,Agostina,1866,oil on canvas,Chester Dale Collection,Painting
8705,painting,1,West Building,M-090,1,West Main Floor Gallery 90,N,46684,Mademoiselle Sicot,1865,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/29f42b08-4e31-4a50-9a5f-f0f2d31a7f90/full/!200,200/0/default.jpg",1823,1,artist,French,Auguste Renoir,French,Mademoiselle Sicot,1865,oil on canvas,Chester Dale Collection,Painting
8706,painting,1,West Building,M-090,1,West Main Floor Gallery 90,S,46004,Still Life with Melon and Peaches,c. 1866,Gift of Eugene and Agnes E. Meyer,Painting,"https://api.nga.gov/iiif/e0a3e22c-e07f-4bcd-bf5e-281ae150093c/full/!200,200/0/default.jpg",1506,1,artist,French,Edouard Manet,French,Still Life with Melon and Peaches,1866,oil on canvas,Gift of Eugene and Agnes E. Meyer,Painting
8706,painting,1,West Building,M-090,1,West Main Floor Gallery 90,S,101776,Alexander and Bucephalus,1861/1862,"Bequest of Lore Heinemann in memory of her husband, Dr. Rudolf J. Heinemann",Painting,"https://api.nga.gov/iiif/499390e8-9619-4d62-8084-ddc06cd72359/full/!200,200/0/default.jpg",1219,1,painter,French,Edgar Degas,French,Alexander and Bucephalus,1861,oil on canvas,"Bequest of Lore Heinemann in memory of her husband, Dr. Rudolf J. Heinemann",Painting
8706,painting,1,West Building,M-090,1,West Main Floor Gallery 90,S,52180,A King Charles Spaniel,c. 1866,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/3877ee5f-430c-4e5d-a270-0782e17e1314/full/!200,200/0/default.jpg",1506,1,artist,French,Edouard Manet,French,A King Charles Spaniel,1866,oil on linen,Ailsa Mellon Bruce Collection,Painting
8707,painting,1,West Building,M-090,1,West Main Floor Gallery 90,W,52389,Antony Valabrègue,1866,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/8d80cc21-6326-4dab-b6c2-4e667a8e4acc/full/!200,200/0/default.jpg",1115,1,artist,French,Paul Cézanne,French,Antony Valabrègue,1866,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8707,painting,1,West Building,M-090,1,West Main Floor Gallery 90,W,52085,"The Artist's Father, Reading ""L'Événement""",1866,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/866a1a6c-2e3e-452c-ad91-5b2339e56da2/full/!200,200/0/default.jpg",1115,1,artist,French,Paul Cézanne,French,"The Artist's Father, Reading ""L'Événement""",1866,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8709,painting,1,West Building,M-091,1,West Main Floor Gallery 91,E,119184,The Grand Canal,1826/1827,Gift of Victoria and Roger Sant,Painting,"https://api.nga.gov/iiif/ad9dfdee-4bb5-4cc2-b968-04be6d00455d/full/!200,200/0/default.jpg",978,1,artist,British,Richard Parkes Bonington,British,The Grand Canal,1826,oil on canvas,Gift of Victoria and Roger Sant,Painting
8709,painting,1,West Building,M-091,1,West Main Floor Gallery 91,E,74990,View of Bozen with a Painter,1837,Gift of Mrs. John Jay Ide in memory of Mr. and Mrs. William Henry Donner,Painting,"https://api.nga.gov/iiif/eb826b10-2c85-44b2-85f8-eba45d5a3226/full/!200,200/0/default.jpg",9677,1,painter,French,Jules Coignet,French,View of Bozen with a Painter,1837,oil on paper on canvas,Gift of Mrs. John Jay Ide in memory of Mr. and Mrs. William Henry Donner,Painting
8710,painting,1,West Building,M-091,1,West Main Floor Gallery 91,N,110104,View from Vaekero near Christiania,1827,Patrons' Permanent Fund,Painting,"https://api.nga.gov/iiif/e5fffc83-c01c-4fbb-979b-ccefb49232cd/full/!200,200/0/default.jpg",5612,1,painter,Norwegian,Johan Christian Dahl,Norwegian,View from Vaekero near Christiania,1827,oil on canvas,Patrons' Permanent Fund,Painting
8710,painting,1,West Building,M-091,1,West Main Floor Gallery 91,N,127219,Swiss Landscape,c. 1830,Gift of Victoria and Roger Sant,Painting,"https://api.nga.gov/iiif/3edbebac-16d5-48d2-a57f-54bad01e19b1/full/!200,200/0/default.jpg",21261,1,painter,Swiss,Alexandre Calame,Swiss,Swiss Landscape,1830,oil on paper on canvas,Gift of Victoria and Roger Sant,Painting
8710,painting,1,West Building,M-091,1,West Main Floor Gallery 91,N,130555,"Northern Landscape, Spring",c. 1825,Patrons' Permanent Fund,Painting,"https://api.nga.gov/iiif/40bb6453-0326-4377-8ffd-872226a0e5d8/full/!200,200/0/default.jpg",6885,1,painter,German,Caspar David Friedrich,German,"Northern Landscape, Spring",1825,oil on canvas,Patrons' Permanent Fund,Painting
8710,painting,1,West Building,M-091,1,West Main Floor Gallery 91,N,138852,"The Northern Whale Fishery: The ""Swan"" and ""Isabella""",c. 1840,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/03b37311-d35a-4a91-ab2b-6c3df89ab232/full/!200,200/0/default.jpg",31056,1,painter,British,John Ward of Hull,British,"The Northern Whale Fishery: The ""Swan"" and ""Isabella""",1840,oil on canvas,The Lee and Juliet Folger Fund,Painting
8710,painting,1,West Building,M-091,1,West Main Floor Gallery 91,N,199285,"View of Sommerspiret, the Cliffs of Møn",1846,Pepita Milmore Memorial Fund,Painting,"https://api.nga.gov/iiif/5ce7eea6-3075-4e79-9af3-c08d6631db07/full/!200,200/0/default.jpg",46338,1,artist,Danish,Georg Emil Libert,Danish,"View of Sommerspiret, the Cliffs of Møn",1846,"oil on canvas, mounted on board",Pepita Milmore Memorial Fund,Painting
8711,painting,1,West Building,M-091,1,West Main Floor Gallery 91,S,89684,Breton Village,c. 1890,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/17707775-8562-416f-a470-3761a4ba0414/full/!200,200/0/default.jpg",1820,1,painter,French,Odilon Redon,French,Breton Village,1890,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,Painting
8711,painting,1,West Building,M-091,1,West Main Floor Gallery 91,S,127211,Panoramic Landscape near the River Moselle,c. 1830,Chester Dale Fund,Painting,"https://api.nga.gov/iiif/6912dd89-909b-4327-b118-201a29b3abc0/full/!200,200/0/default.jpg",1846,1,artist,French,Théodore Rousseau,French,Panoramic Landscape near the River Moselle,1825,oil on canvas,Chester Dale Fund,Painting
8711,painting,1,West Building,M-091,1,West Main Floor Gallery 91,S,157928,Village by the Sea in Brittany,c. 1880,Collection of Mr. and Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/199a3f5f-4bb5-4aa9-a8cc-73dd2ee06ad0/full/!200,200/0/default.jpg",1820,1,artist,French,Odilon Redon,French,Village by the Sea in Brittany,1880,oil on cardboard on hardboard,Collection of Mr. and Mrs. Paul Mellon,Painting
